periodid,periodname,periodcode,organisationunitid,organisationunitname,organisationunitcode,NUT_PLW screened for acute malnutrition By status Pregnant,NUT_PLW screened for acute malnutrition By status lactating,NUT_Pregnant Women De-Wormed default,NUT_SAM at Beginning of the Month default,NUT_Newborns < 2500 gm default,NUT_MAM at Beginning of the Month default,NUT_Live Births Weighed default,EthioYear,month_name,year_gc,region,EthioMonth,Season,NUT_Children_Weighted_GMP,NUT_Pregnant_Women_IFA_90plus,NUT_SC_Children_TransferredOut,NUT_SC_Children_NonRespondent,NUT_SC_Children_Exit,NUT_SC_Children_Died,NUT_SC_Children_Cured,NUT_SC_Children_Defaulted,NUT_Children_VitaminA,NUT_Children_Dewormed,NUT_Adolescent_Underweight,NUT_SAM_Beginning_SC,NUT_SC_Children_Stabilized,NUT_Children_With_SAM_SC,NUT_SAM_Exits_Total,NUT_SAM_Cure_Rate,NUT_SAM_Mortality_Rate,NUT_MAM_Exits_Total,NUT_MAM_Cure_Rate,NUT_MAM_Mortality_Rate,NUT_PLW_Screened_Total,NUT_PLW_MAM_Rate,NUT_Children_VitaminA_Total,NUT_Children_Admitted_Total,NUT_PLW screened for acute malnutrition By status Pregnant_smoothed,NUT_PLW screened for acute malnutrition By status lactating_smoothed,NUT_Pregnant Women De-Wormed default_smoothed,NUT_SAM at Beginning of the Month default_smoothed,NUT_Newborns < 2500 gm default_smoothed,NUT_MAM at Beginning of the Month default_smoothed,NUT_Live Births Weighed default_smoothed,NUT_Children_Weighted_GMP_smoothed,NUT_Pregnant_Women_IFA_90plus_smoothed,NUT_SC_Children_TransferredOut_smoothed,NUT_SC_Children_NonRespondent_smoothed,NUT_SC_Children_Exit_smoothed,NUT_SC_Children_Died_smoothed,NUT_SC_Children_Cured_smoothed,NUT_SC_Children_Defaulted_smoothed,NUT_Children_VitaminA_smoothed,NUT_Children_Dewormed_smoothed,NUT_Adolescent_Underweight_smoothed,NUT_SAM_Beginning_SC_smoothed,NUT_SC_Children_Stabilized_smoothed,NUT_Children_With_SAM_SC_smoothed,NUT_SAM_Exits_Total_smoothed,NUT_SAM_Cure_Rate_smoothed,NUT_SAM_Mortality_Rate_smoothed,NUT_MAM_Exits_Total_smoothed,NUT_MAM_Cure_Rate_smoothed,NUT_MAM_Mortality_Rate_smoothed,NUT_PLW_Screened_Total_smoothed,NUT_PLW_MAM_Rate_smoothed,NUT_Children_VitaminA_Total_smoothed,NUT_Children_Admitted_Total_smoothed,NUT_Modere_Malnutrition,NUT_Severe_Malnutrition,NUT_TOT_<5_Screened_for_malnutrition,prevalance_acute_malnutration,Acute malnutration rate,IPC_AMN_class,SAM_Rate,IPC_AMN_class_SAM,GPP_mean_ec
201011,Hamle 2010,201011,xNUoZIrGKxQ,Sidama Region,1063606,37.10333333333334,80.08,2570.0,18.335,300.0,11.28,9015.0,2010,Hamle,2018,Sidama,11,Kiremt,100401.0,14186.0,1.0025,0.0,0.775,0.0,2.865,0.0,56939.0,42400.0,0.0,1.715,14.23,0.7625,5.0775,0.8247330577187657,0.001410210850509358,1.3425,0.9909276761851095,8.547008547008548e-05,67562.0,0.12345697285456321,55752.0,23.26,333.4575000000001,347.3,2485.5,28.9725,250.0,24.075,9547.0,101790.0,13974.5,0.945,0.0,1.7625,0.0325,2.19625,0.0,45127.5,35404.0,1.1575,1.8250000000000002,7.233750000000001,0.38125,6.3375,0.8767050235558309,0.000705105425254679,2.9525,0.9926039705406094,4.273504273504274e-05,68005.0,0.12069295580549572,44506.5,32.925000000000004,5111.865,1862.595,1355.8217222222222,6974.46,514.4083389200097,Extremely Critical (>=30%),1.3737757475571089,Serious (1-3%),0.04880515
201011,Hamle 2010,201011,PCKGSJoNHXi,Somali Region,1056250,270.39583333333337,218.675,1494.0,15.85,145.0,19.8275,3774.0,2010,Hamle,2018,Somali,11,Kiremt,2762.0,2981.0,6.025,2.1725,7.62,0.0675,19.04,1.925,4738.0,3293.0,0.52,15.345,21.94,32.665,11.265,0.8201000371545439,0.0008234023752692416,9.3375,0.9314415410693136,0.0027416223160482596,12810.0,0.42271662763466045,4783.0,23.28,930.0174999999999,696.63625,1546.5,43.863749999999996,178.0,50.32,3399.5,2880.5,3184.5,11.665,2.2337499999999997,28.41,0.9412499999999999,27.33875,3.9,5513.5,3889.0,1.9925,44.644999999999996,30.79875,44.595,23.37375,0.8276653617224075,0.0021457392353646295,11.33625,0.9211245807312352,0.0019855372221844816,13295.5,0.4256025631461162,5487.0,62.1275,5028.6425,1613.74125,9203.253256944445,6642.38375,72.17430146223451,Extremely Critical (>=30%),0.17534465312929737,Minimal (0-0.5%),0.011197275
201011,Hamle 2010,201011,a2QIIR2UXcd,South Ethiopia Region,1084722,80.98666666666668,116.3725,4184.0,0.6075,291.0,0.9,14302.0,2010,Hamle,2018,South Ethiopia,11,Kiremt,212175.0,19653.0,1.295,0.0,0.77,0.0,3.455,0.0,182536.0,131691.0,0.2575,2.1,14.2125,0.715,0.2625,0.8598569777923012,0.0011111111111111111,23.0,0.9870164653291682,0.00017779859641194748,134534.0,0.16847785689862785,188626.0,3.1225,81.28833333333334,137.80124999999998,4184.0,3.77375,291.0,2.4325,14302.0,212175.0,19653.0,0.8624999999999999,0.0,0.385,0.0,1.7275,0.0,182536.0,131691.0,0.21875,1.05,7.10625,0.3575,2.12625,0.9214829427476763,0.0005662165363657901,12.39375,0.9927400979495582,8.889929820597374e-05,134534.0,0.16847785689862785,188626.0,6.3875,6518.725,1667.995,1135.105434364247,8186.72,721.2299185745014,Extremely Critical (>=30%),1.4694626151043098,Serious (1-3%),0.03879495
201011,Hamle 2010,201011,HIlnt7Qj8do,South West Ethiopia Region,1065977,318.9475,306.6375,887.0,100.5025,72.0,106.1775,3412.0,2010,Hamle,2018,South West Ethiopia,11,Kiremt,65536.0,4363.0,13.1975,0.18,47.86,1.735,31.345,5.345,68550.0,42673.0,1.465,87.6975,44.0725,58.715,43.77,0.8313873566403038,0.0012375794449219254,15.9825,0.9287149252590875,0.0,20717.0,0.09764927354346672,67722.0,136.71,200.26875,232.93374999999997,887.0,53.495,72.0,55.381249999999994,3412.0,65536.0,4363.0,6.61625,0.09,23.93,0.8675,15.6725,2.6725,68550.0,42673.0,0.805,43.84875,22.03625,29.3575,24.993750000000002,0.8883272437592173,0.0006347811936763145,8.8675,0.9597388054766447,8.547008547008548e-05,20717.0,0.09764927354346672,67722.0,73.33500000000001,963.0225,218.13,6990.381684364246,1181.1525000000001,16.89682414111873,Critical (15-30%),0.031204304693104645,Minimal (0-0.5%),0.057392975
201011,Hamle 2010,201011,Gmw0DJLXGtx,Tigray Region,1056251,58.39083333333333,120.9725,3251.0,38.0225,411.0,63.3525,9500.0,2010,Hamle,2018,Tigray,11,Kiremt,196400.0,16013.0,1.25,0.015,3.2725,0.115,2.3775,0.0,83103.0,44282.0,2.965,2.925,0.2475,0.0,8.3325,0.8373431567319949,0.00048465957649806106,7.2275,0.9949024014354331,0.0,77846.0,0.2915371374251728,74265.0,42.905,69.99041666666668,140.10125,3251.0,22.02375,411.0,34.28,9500.0,196400.0,16013.0,0.8125,0.0075,1.63625,0.0575,1.18875,0.0,83103.0,44282.0,1.555,1.4625,0.12375,0.0,6.2524999999999995,0.8965378485358402,0.00027272731210556807,4.41625,0.9964356354855013,0.0,77846.0,0.2915371374251728,74265.0,26.267500000000002,7825.12,2309.365,1478.8112676975802,10134.485,685.3129416425655,Extremely Critical (>=30%),1.5616360589377585,Serious (1-3%),0.025042275
201012,Nehase 2010,201012,b3aCK1PTn5S,Federal Ministry Of Health,1000750,97.0,149.0,50083.0,0.0,4896.0,0.0,150000.0,2010,Nehase,2018,Addis Ababa,12,Kiremt,2023614.0,202745.0,0.0,0.0,0.0,0.0,0.0,0.0,1063094.0,715678.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.9898892375265439,0.00018303624521921174,1175368.0,0.21855197691276265,1062006.0,10.0,136.5,172.0,34314.0,16.0,3479.0,0.0,106192.66666666667,1366156.6666666667,140330.0,1.0,0.0,2.0,0.0,1.0,0.0,875265.6666666666,584804.3333333334,0.0,2.0,0.0,0.0,7.0,0.8571428571428571,0.0,0.0,0.9848185417010766,0.0001430249908800145,775118.0,0.19059749228058961,870237.3333333334,61.5,50477.333333333336,12630.333333333334,3738.5,63107.66666666667,1688.0477910035222,Extremely Critical (>=30%),3.378449467255138,Critical (3-5%),0.0264903
201012,Nehase 2010,201012,yY9BLUUegel,Addis Ababa City Administration,1056254,97.0,149.0,800.0,0.0,783.0,0.0,10179.0,2010,Nehase,2018,Addis Ababa,12,Kiremt,30783.0,7845.0,0.0,0.0,0.0,0.0,0.0,0.0,31089.0,12774.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.9788052169886796,0.00013223780743269934,6097.0,0.196490077087092,30447.0,10.0,110.16666666666667,156.66666666666666,17282.333333333332,5.333333333333333,2108.0,0.0,56796.666666666664,695278.3333333334,73521.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,375024.3333333333,247285.33333333334,0.0,0.6666666666666666,0.0,0.0,2.3333333333333335,0.8571428571428571,0.0,0.0,0.9830132443742655,0.00010737749270789587,395994.6666666667,0.1853893311870457,374391.0,27.166666666666668,24882.333333333336,5792.0,4044.833333333333,30674.333333333336,758.3583996044338,Extremely Critical (>=30%),1.4319502245663194,Serious (1-3%),0.0264903
201012,Nehase 2010,201012,UFtGyqJMEZh,Afar Region,1056255,218.76333333333332,227.4675,683.0,47.0025,113.0,51.81,1266.0,2010,Nehase,2018,Afar,12,Kiremt,1805.0,1810.0,6.675,5.2,38.6075,1.02,37.7725,6.045,3196.0,2049.0,1.09,88.34,29.37,55.29,22.8125,0.8110116098671911,0.003017942290666094,10.9325,0.9051805577984393,0.0033265935885720037,3896.0,0.4686858316221766,3189.0,76.99,442.0563888888889,320.9308333333333,768.6666666666666,57.060833333333335,167.33333333333334,64.66,2547.6666666666665,2130.0,1919.6666666666667,7.156666666666666,2.9333333333333336,34.403333333333336,0.9558333333333334,32.2575,4.78,3317.6666666666665,1958.0,1.9925,66.5425,29.6575,47.89166666666667,16.198333333333334,0.8266356570778514,0.0031819724765004814,11.866666666666665,0.9035308121897616,0.002875370588517338,3749.0,0.4326735476275832,3284.3333333333335,67.53916666666667,2439.3100000000004,769.4749999999999,14658.893958333334,3208.7850000000003,21.88968014313154,Critical (15-30%),0.052492023080811384,Minimal (0-0.5%),0.009890900000000001
201012,Nehase 2010,201012,yb9NKGA8uqt,Amhara Region,1069284,56.545,112.735,16287.0,0.365,1039.0,0.465,29431.0,2010,Nehase,2018,Amhara,12,Kiremt,532688.0,38030.0,0.185,0.0525,0.0,0.0,0.0,0.0,238916.0,150127.0,0.0,0.0,0.0,0.0,0.0,0.9190523175085794,0.0,0.0,0.9885761568998954,0.0001799886003714247,162364.0,0.22697765514522925,240403.0,0.83,51.01500000000001,113.41666666666667,18496.0,0.5366666666666666,1220.3333333333333,0.45333333333333337,47407.0,546098.0,32766.333333333332,0.1425,0.029166666666666664,0.0,0.0,0.0,0.0,270699.3333333333,180288.33333333334,0.0,0.0,0.0,0.0,0.015833333333333335,0.871428896224784,0.0001388888888888889,0.0,0.9669698275738899,0.00019870824921872156,148274.66666666666,0.21218065878182404,269571.0,0.8066666666666666,21689.325833333332,4991.306666666666,2078.215166666667,26680.6325,1283.8243569742656,Extremely Critical (>=30%),2.401727572161079,Serious (1-3%),0.0422368
201012,Nehase 2010,201012,Fccw8uMlJHN,Benishangul Gumuz Regional Health Bureau,6,459.46,557.6525,347.0,65.675,25.0,59.7325,1428.0,2010,Nehase,2018,Benishangul Gumuz,12,Kiremt,17080.0,1706.0,5.98,0.075,13.125,0.53,18.6525,1.535,193.0,73.0,2.5,30.2775,21.3825,36.5,13.745,0.8601726022957262,0.003404185968438761,13.28,0.9492894541353161,0.004296002402264264,9249.0,0.08822575413558223,193.0,98.2475,474.44249999999994,569.3075,337.3333333333333,70.7,40.0,63.86333333333334,1547.0,18440.333333333332,2091.0,9.433333333333334,0.19333333333333333,30.14833333333333,0.8308333333333332,22.0,2.5733333333333337,678.6666666666666,310.3333333333333,2.7816666666666663,50.68083333333333,26.1275,40.23166666666666,18.0125,0.8531967108952454,0.0030986026919228825,12.299999999999999,0.9220806009633767,0.002308446045953953,6835.0,0.06968682157627157,1234.0,104.935,249.3675,196.40500000000003,16020.400833333333,445.77250000000004,2.782530254002696,Minimal (0-3%),0.01225968076849513,Minimal (0-0.5%),0.053688975
201012,Nehase 2010,201012,tDoLtk2ylu4,Central Ethiopian region,1084709,427.88583333333327,393.0775,4475.0,22.1,256.0,29.1625,13414.0,2010,Nehase,2018,Central Ethiopia,12,Kiremt,168581.0,18099.0,1.0,0.0,1.145,0.0,2.5425,0.0,61794.0,48126.0,0.6925,1.8075,18.0,0.7075,4.36,0.8914510373345829,0.00120575803346239,4.2025,0.9921929985670614,9.28014637692057e-05,104560.0,0.0924636572302984,62075.0,22.1875,597.8691666666666,560.2808333333334,5269.666666666667,31.251666666666665,357.6666666666667,25.587500000000002,13871.666666666666,167471.33333333334,21311.333333333332,0.9591666666666666,0.07083333333333333,1.4716666666666667,0.022500000000000003,2.125833333333333,0.0,81864.0,67282.66666666667,0.5883333333333334,1.9016666666666666,6.033333333333334,0.23583333333333334,5.706666666666667,0.9029526970916741,0.00042300595821988723,3.2325,0.9916613303305936,8.79138782364589e-05,105228.0,0.09713398897761383,82444.66666666667,23.765833333333333,3816.2858333333334,1079.2625,1505.0067222222224,4895.548333333333,325.28415063188527,Extremely Critical (>=30%),0.7171147371397861,Alert (0.5-1%),0.0449453
201012,Nehase 2010,201012,G9hDiPNoB7d,Dire Dawa City Administration,1056248,554.9975,373.6125,246.0,86.815,21.0,72.6,937.0,2010,Nehase,2018,Dire Dawa,12,Kiremt,1727.0,875.0,17.1725,0.125,51.7325,1.6125,34.4675,5.17,3661.0,2426.0,3.495,65.085,37.74,54.945,28.3475,0.8452904082234497,0.003646769983183461,13.3075,0.8829046248039454,0.005482721057771768,810.0,0.19382716049382717,3661.0,107.2,543.8241666666667,383.33500000000004,223.33333333333334,87.15583333333332,21.333333333333332,71.22250000000001,902.3333333333334,1843.6666666666667,884.3333333333334,15.923333333333332,0.13,51.1325,1.5675000000000001,33.31916666666667,4.955,5875.666666666667,4293.666666666667,3.1575,64.50166666666667,35.41833333333333,54.88666666666666,28.695833333333336,0.846647747142236,0.003472995080109233,13.068333333333333,0.8766388112722355,0.005671278790801569,810.0,0.1559276448165337,5870.0,107.9975,270.3016666666666,142.69500000000002,22333.17100231482,412.99666666666667,1.849252247358245,Minimal (0-3%),0.006389374799718758,Minimal (0-0.5%),0.020700625
201012,Nehase 2010,201012,moBiwh9h5Ce,Gambella Region,1056252,465.145,387.2025,157.0,62.01,1.0,60.72,136.0,2010,Nehase,2018,Gambella,12,Kiremt,20.0,160.0,8.89,0.315,43.57,1.2625,32.8075,5.345,1.0,2.0,4.185,52.385,34.045,54.655,12.535,0.8690419181041306,0.0027307169946688328,15.315,0.8773676074723145,0.01570802343926075,2321.0,0.07927617406290392,1.0,65.1775,448.1508333333333,428.2416666666666,59.666666666666664,60.339166666666664,92.33333333333333,61.1575,221.33333333333334,700.3333333333334,164.0,10.076666666666666,0.34,40.391666666666666,1.2025,30.320833333333336,4.585,833.6666666666666,145.0,3.4458333333333333,59.79,30.6925,50.71,12.798333333333332,0.8770721924624595,0.004149561908057335,14.839999999999998,0.8790643812251289,0.014528533507911457,2169.6666666666665,0.07190979461764642,834.0,64.13916666666667,249.82333333333332,131.16166666666666,16321.07635016835,380.985,2.3343129572215386,Minimal (0-3%),0.00803633681091834,Minimal (0-0.5%),0.050560275
201012,Nehase 2010,201012,b9nYedsL8te,Harari Region,1056249,490.355,430.1675,67.0,76.87,56.0,76.8575,735.0,2010,Nehase,2018,Harari,12,Kiremt,2810.0,604.0,15.695,0.17,45.4725,1.59,29.9175,4.12,2170.0,1360.0,2.3,73.735,32.9,55.49,27.9975,0.8593701493114064,0.005551961446584897,12.795,0.9061249409817528,0.002008864848621441,754.0,0.08753315649867374,2180.0,99.5075,1784.8241666666665,1523.1925,73.0,556.3808333333333,48.666666666666664,716.2675,659.0,2300.6666666666665,393.0,25.747500000000002,25.573333333333334,72.815,4.208333333333333,55.60666666666666,8.19,1838.3333333333333,1183.0,46.18833333333333,169.65333333333334,55.580000000000005,89.11666666666666,173.60083333333333,0.8262870064049462,0.006909742192225388,211.63,0.8459274674278067,0.013973695961561021,512.6666666666666,0.27231579123925637,1841.6666666666667,890.8841666666667,1236.1174999999998,62.14583333333333,12393.227166666667,1298.263333333333,10.475587317766557,Serious (10-15%),0.005014499653527155,Minimal (0-0.5%),0.0390533
201012,Nehase 2010,201012,XU2wpLlX4Vk,Oromia Region,1056258,97.0,149.0,15062.0,0.0,906.0,0.0,54882.0,2010,Nehase,2018,Oromia,12,Kiremt,707859.0,82080.0,0.0,0.0,0.0,0.0,0.0,0.0,519296.0,362713.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.9878430974619409,0.00018217860433090193,567194.0,0.2509934872371711,516758.0,10.0,149.66666666666666,179.66666666666666,14482.333333333334,21.333333333333332,1016.0,0.0,54011.333333333336,668980.3333333334,76872.33333333333,1.3333333333333333,0.0,2.6666666666666665,0.0,1.3333333333333333,0.0,632063.0,436314.3333333333,0.0,2.6666666666666665,0.0,0.0,9.333333333333334,0.8571428571428571,0.0,0.0,0.9868658610214629,0.00017940495052801207,518003.0,0.24568574446737015,627261.6666666666,78.66666666666667,28575.333333333336,8052.666666666667,3124.0,36628.0,1172.47119078105,Extremely Critical (>=30%),2.5776781903542467,Serious (1-3%),0.038042325
201012,Nehase 2010,201012,xNUoZIrGKxQ,Sidama Region,1063606,280.4499999999999,112.555,2982.0,51.145,103.0,49.295,7864.0,2010,Nehase,2018,Sidama,12,Kiremt,104184.0,13361.0,1.5475,0.015,3.255,0.2675,4.56,0.0,47570.0,37728.0,0.3025,2.88,1.5225,0.015,9.1375,0.8765135784337533,9.14369468402954e-05,3.27,0.9853430594158449,0.00017094017094017097,66328.0,0.11773308406706066,47556.0,39.2825,315.78833333333336,269.0516666666667,2651.0,36.36333333333334,201.0,32.48166666666666,8986.0,102588.0,13770.0,1.1458333333333333,0.005,2.26,0.11083333333333334,2.984166666666667,0.0,45941.666666666664,36178.666666666664,0.8724999999999999,2.1766666666666667,5.330000000000001,0.25916666666666666,7.270833333333333,0.8766412085151384,0.0005005492657832179,3.0583333333333336,0.9901836668323546,8.547008547008548e-05,67446.0,0.11970633189268404,45523.0,35.04416666666667,5076.6883333333335,1716.6366666666668,1326.9128148148147,6793.325000000001,511.96468405108317,Extremely Critical (>=30%),1.293707203292209,Serious (1-3%),0.04612785
201012,Nehase 2010,201012,PCKGSJoNHXi,Somali Region,1056250,1119.3433333333335,831.955,1774.0,140.8175,87.0,79.475,3481.0,2010,Nehase,2018,Somali,12,Kiremt,3283.0,2760.0,24.15,0.2825,49.275,1.615,30.1525,5.31,4097.0,3561.0,2.3225,64.38,38.5375,54.555,86.65,0.8333980860674823,0.0012212821518491612,12.9925,0.8867071375556638,0.005576864237630573,10449.0,0.35965164130538807,4084.0,132.915,993.1261111111112,741.7425,1622.3333333333333,76.18166666666666,147.66666666666666,60.038333333333334,3426.6666666666665,3014.6666666666665,3043.0,15.826666666666666,1.5833333333333333,35.365,1.1658333333333333,28.276666666666667,4.37,5041.333333333333,3779.6666666666665,2.1024999999999996,51.22333333333333,33.37833333333334,47.915,44.465833333333336,0.8295762698374324,0.001837586874192807,11.888333333333334,0.9096520996727113,0.0031826462273331787,12346.666666666666,0.40361892253254017,5019.333333333333,85.72333333333331,3640.943333333333,1253.4558333333334,11585.381962962963,4894.399166666666,42.24633406402531,Extremely Critical (>=30%),0.1081928793837335,Minimal (0-0.5%),0.0096391
201012,Nehase 2010,201012,a2QIIR2UXcd,South Ethiopia Region,1084722,65.625,28.695,2626.0,1.0825,592.0,1.955,14079.0,2010,Nehase,2018,South Ethiopia,12,Kiremt,204651.0,17917.0,0.475,0.0,0.0,0.0,0.0,0.0,61055.0,39968.0,0.025,0.0325,0.0,0.0,0.11,0.9901356790397502,0.0,5.1975,0.9995179346584419,0.0,137267.0,0.1829718723363955,60885.0,2.49,76.06722222222223,101.4325,3664.6666666666665,2.876666666666667,391.3333333333333,2.2733333333333334,14227.666666666666,209667.0,19074.333333333332,0.7333333333333333,0.0,0.25666666666666665,0.0,1.1516666666666666,0.0,142042.33333333334,101116.66666666667,0.15416666666666667,0.7108333333333334,4.7375,0.2383333333333333,1.4541666666666666,0.9443671881783676,0.00037747769091052674,9.995,0.9949993768525194,5.926619880398249e-05,135445.0,0.17330919537788372,146045.66666666666,5.088333333333334,6719.268333333333,1664.7416666666668,884.1019562428312,8384.01,948.3080475954985,Extremely Critical (>=30%),1.8829747575057076,Serious (1-3%),0.034689924999999996
201012,Nehase 2010,201012,HIlnt7Qj8do,South West Ethiopia Region,1065977,389.9975,548.105,735.0,48.61,74.0,49.005,3657.0,2010,Nehase,2018,South West Ethiopia,12,Kiremt,58551.0,3943.0,1.185,0.005,3.265,0.2175,2.06,0.055,7457.0,4458.0,0.42,2.8975,0.0,0.0,10.2425,0.8962095379304538,5.235602094240838e-05,5.82,0.9760382233195082,0.0,16310.0,0.1264868179031269,7337.0,52.7625,263.5116666666667,337.99083333333334,836.3333333333334,51.86666666666667,72.66666666666667,53.25583333333333,3493.6666666666665,63207.666666666664,4223.0,4.805833333333333,0.06166666666666667,17.041666666666668,0.6508333333333334,11.135,1.7999999999999998,48185.666666666664,29934.666666666668,0.6766666666666667,30.198333333333334,14.690833333333332,19.57166666666667,20.076666666666668,0.8909546751496294,0.0004406394694316791,7.851666666666667,0.9651719447575992,5.698005698005699e-05,19248.0,0.10726178833002013,47593.666666666664,66.4775,856.9766666666666,272.9516666666667,9373.007789576164,1129.9283333333333,12.055130633625849,Serious (10-15%),0.029121032735107674,Minimal (0-0.5%),0.05591295
201012,Nehase 2010,201012,Gmw0DJLXGtx,Tigray Region,1056251,216.24166666666665,171.29,3842.0,34.235,840.0,43.0075,8511.0,2010,Nehase,2018,Tigray,12,Kiremt,189592.0,13555.0,1.2225,0.0,3.21,0.1025,1.7775,0.0,82599.0,50313.0,2.265,2.8,0.23,0.0,8.6375,0.8752606653662788,0.0007271291473299541,5.67,0.9914496695458339,0.00019916437971931325,87769.0,0.28487279107657604,83237.0,43.0975,118.74083333333333,150.49749999999997,3448.0,26.094166666666666,554.0,37.189166666666665,9170.333333333334,194130.66666666666,15193.666666666666,0.9491666666666667,0.005,2.160833333333333,0.0725,1.385,0.0,82935.0,46292.333333333336,1.7916666666666667,1.9083333333333332,0.15916666666666668,0.0,7.047499999999999,0.8894454541459864,0.00042419459051369667,4.834166666666667,0.9947736468389454,6.638812657310442e-05,81153.66666666667,0.2893156886423072,77255.66666666667,31.877499999999998,11732.766666666666,2701.3166666666666,1470.8003266132018,14434.083333333332,981.3761305431962,Extremely Critical (>=30%),1.83663045063837,Serious (1-3%),0.033489375
201101,Meskerem 2011,201101,b3aCK1PTn5S,Federal Ministry Of Health,1000750,97.0,149.0,50411.0,0.0,5373.0,0.0,168360.0,2011,Meskerem,2018,Addis Ababa,1,Kiremt,2110202.0,233728.0,0.0,0.0,0.0,0.0,0.0,0.0,1131971.0,752790.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.9896563955502629,0.00018303624521921174,1230176.0,0.2228429102827563,1123261.0,10.0,97.0,149.0,33764.666666666664,0.0,3684.0,0.0,109513.0,1388199.6666666667,148106.0,0.0,0.0,0.0,0.0,0.0,0.0,742051.3333333334,493747.3333333333,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.9861169500218288,0.0001661034326237076,803880.3333333334,0.212628321427537,738571.3333333334,10.0,53931.0,14248.666666666668,4198.0,68179.66666666667,1624.09877719549,Extremely Critical (>=30%),3.3941559472764813,Critical (3-5%),0.037213575
201101,Meskerem 2011,201101,yY9BLUUegel,Addis Ababa City Administration,1056254,97.0,149.0,1090.0,0.0,790.0,0.0,10871.0,2011,Meskerem,2018,Addis Ababa,1,Kiremt,28492.0,8976.0,0.0,0.0,0.0,0.0,0.0,0.0,34045.0,14599.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.9802699746552517,0.00013223780743269934,6492.0,0.08441158348736907,33870.0,10.0,97.0,149.0,17433.666666666668,0.0,2315.3333333333335,0.0,63136.666666666664,723159.0,83516.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,399035.0,260054.33333333334,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.9829105290647314,0.00014917062002820349,414255.0,0.1679148569524058,395859.3333333333,10.0,29520.666666666664,8733.333333333334,4198.0,38254.0,911.2434492615531,Extremely Critical (>=30%),2.0803557249483884,Serious (1-3%),0.037213575
201101,Meskerem 2011,201101,UFtGyqJMEZh,Afar Region,1056255,1393.26,948.86,947.0,316.37,191.0,69.855,1601.0,2011,Meskerem,2018,Afar,1,Kiremt,2259.0,1991.0,43.1725,7.075,85.2,4.77,53.74,7.285,3877.0,2148.0,5.5475,109.15,68.415,82.58,106.74,0.8081457127215319,0.0024187924046400995,12.935,0.9033361165778893,0.0015061143027078952,6942.0,0.49740708729472777,3726.0,218.25,810.7627777777778,563.3358333333333,812.3333333333334,141.065,179.33333333333334,67.82833333333333,1555.3333333333333,2177.6666666666665,2013.6666666666667,19.38083333333333,4.9799999999999995,57.40416666666667,2.36,42.74083333333334,6.47,3512.6666666666665,2038.3333333333333,3.3141666666666665,87.26166666666667,44.8825,63.748333333333335,47.560833333333335,0.8154170547762373,0.003008459261318496,12.3825,0.8990684692462572,0.002498996751958481,4870.0,0.46678176830634177,3409.6666666666665,121.05083333333334,1688.3049999999998,655.7116666666667,15277.686666666666,2344.0166666666664,15.34274604401277,Critical (15-30%),0.04291956504758792,Minimal (0-0.5%),0.0073341
201101,Meskerem 2011,201101,yb9NKGA8uqt,Amhara Region,1069284,59.42,181.14,16310.0,1.395,1213.0,0.465,31783.0,2011,Meskerem,2018,Amhara,1,Kiremt,531401.0,44218.0,0.035,0.0,0.0,0.0,0.0,0.0,267734.0,167414.0,0.0,0.0,0.0,0.0,0.0675,0.7676466759814246,0.0017180841349080725,0.0,0.8964361530996667,0.0020200203906999463,184362.0,0.24684587930267626,267574.0,1.945,56.410000000000004,131.01583333333335,16287.0,0.63,1139.6666666666667,0.465,31252.333333333332,538272.3333333334,39219.0,0.09333333333333334,0.017499999999999998,0.0,0.0,0.0,0.0,247801.0,152666.0,0.0,0.0,0.0,0.0,0.022500000000000003,0.8673583552233733,0.0005726947116360242,0.0,0.9594671792181798,0.0007333363303571237,166034.66666666666,0.23124773524478467,248170.33333333334,0.965,29832.115833333333,4469.543333333333,2074.2269791666668,34301.659166666665,1653.7080807061707,Extremely Critical (>=30%),2.1547995365140795,Serious (1-3%),0.04636085
