File,aid,Date,0,8,16,32,40,48,97,105,113
Psn_QC_500m_2016361_aid0001,aid0001,2016-12-26 00:00:00+00:00,1873.0,,,,,,,,
Psn_QC_500m_2017001_aid0001,aid0001,2017-01-01 00:00:00+00:00,1870.0,,,3.0,,,,,
Psn_QC_500m_2017009_aid0001,aid0001,2017-01-09 00:00:00+00:00,1873.0,,,,,,,,
Psn_QC_500m_2017017_aid0001,aid0001,2017-01-17 00:00:00+00:00,1873.0,,,,,,,,
Psn_QC_500m_2017025_aid0001,aid0001,2017-01-25 00:00:00+00:00,1872.0,1.0,,,,,,,
Psn_QC_500m_2017033_aid0001,aid0001,2017-02-02 00:00:00+00:00,1763.0,107.0,,3.0,,,,,
Psn_QC_500m_2017041_aid0001,aid0001,2017-02-10 00:00:00+00:00,1796.0,65.0,12.0,,,,,,
Psn_QC_500m_2017049_aid0001,aid0001,2017-02-18 00:00:00+00:00,1803.0,68.0,2.0,,,,,,
Psn_QC_500m_2017057_aid0001,aid0001,2017-02-26 00:00:00+00:00,1837.0,29.0,4.0,3.0,,,,,
Psn_QC_500m_2017065_aid0001,aid0001,2017-03-06 00:00:00+00:00,1869.0,4.0,,,,,,,
Psn_QC_500m_2017073_aid0001,aid0001,2017-03-14 00:00:00+00:00,1855.0,17.0,,1.0,,,,,
Psn_QC_500m_2017081_aid0001,aid0001,2017-03-22 00:00:00+00:00,1751.0,116.0,6.0,,,,,,
Psn_QC_500m_2017089_aid0001,aid0001,2017-03-30 00:00:00+00:00,1766.0,96.0,6.0,5.0,,,,,
Psn_QC_500m_2017097_aid0001,aid0001,2017-04-07 00:00:00+00:00,1846.0,18.0,,9.0,,,,,
Psn_QC_500m_2017105_aid0001,aid0001,2017-04-15 00:00:00+00:00,1798.0,73.0,1.0,1.0,,,,,
Psn_QC_500m_2017113_aid0001,aid0001,2017-04-23 00:00:00+00:00,584.0,1227.0,7.0,,,,3.0,52.0,
Psn_QC_500m_2017121_aid0001,aid0001,2017-05-01 00:00:00+00:00,906.0,937.0,20.0,,,,2.0,7.0,1.0
Psn_QC_500m_2017129_aid0001,aid0001,2017-05-09 00:00:00+00:00,1402.0,445.0,16.0,2.0,1.0,,6.0,1.0,
Psn_QC_500m_2017137_aid0001,aid0001,2017-05-17 00:00:00+00:00,1655.0,190.0,16.0,,,,3.0,9.0,
Psn_QC_500m_2017145_aid0001,aid0001,2017-05-25 00:00:00+00:00,1563.0,282.0,4.0,1.0,,,5.0,18.0,
Psn_QC_500m_2017153_aid0001,aid0001,2017-06-02 00:00:00+00:00,1854.0,15.0,,4.0,,,,,
Psn_QC_500m_2017161_aid0001,aid0001,2017-06-10 00:00:00+00:00,1802.0,68.0,,3.0,,,,,
Psn_QC_500m_2017169_aid0001,aid0001,2017-06-18 00:00:00+00:00,1816.0,56.0,,1.0,,,,,
Psn_QC_500m_2017177_aid0001,aid0001,2017-06-26 00:00:00+00:00,1696.0,170.0,,3.0,,,4.0,,
Psn_QC_500m_2017185_aid0001,aid0001,2017-07-04 00:00:00+00:00,1503.0,336.0,10.0,1.0,,,5.0,16.0,2.0
Psn_QC_500m_2017193_aid0001,aid0001,2017-07-12 00:00:00+00:00,1414.0,310.0,33.0,,,,4.0,107.0,5.0
Psn_QC_500m_2017201_aid0001,aid0001,2017-07-20 00:00:00+00:00,1188.0,567.0,38.0,2.0,,1.0,5.0,69.0,3.0
Psn_QC_500m_2017209_aid0001,aid0001,2017-07-28 00:00:00+00:00,1552.0,292.0,4.0,,,,7.0,18.0,
Psn_QC_500m_2017217_aid0001,aid0001,2017-08-05 00:00:00+00:00,153.0,1184.0,88.0,,,,4.0,433.0,11.0
Psn_QC_500m_2017225_aid0001,aid0001,2017-08-13 00:00:00+00:00,1079.0,618.0,94.0,,,,20.0,60.0,2.0
Psn_QC_500m_2017233_aid0001,aid0001,2017-08-21 00:00:00+00:00,1753.0,104.0,1.0,,,,9.0,6.0,
Psn_QC_500m_2017241_aid0001,aid0001,2017-08-29 00:00:00+00:00,773.0,589.0,33.0,,,,11.0,465.0,2.0
Psn_QC_500m_2017249_aid0001,aid0001,2017-09-06 00:00:00+00:00,1668.0,175.0,4.0,5.0,,,1.0,20.0,
Psn_QC_500m_2017257_aid0001,aid0001,2017-09-14 00:00:00+00:00,1421.0,296.0,68.0,2.0,,,61.0,22.0,3.0
Psn_QC_500m_2017265_aid0001,aid0001,2017-09-22 00:00:00+00:00,1528.0,307.0,19.0,5.0,,,9.0,3.0,2.0
Psn_QC_500m_2017273_aid0001,aid0001,2017-09-30 00:00:00+00:00,1757.0,99.0,3.0,12.0,,,2.0,,
Psn_QC_500m_2017281_aid0001,aid0001,2017-10-08 00:00:00+00:00,1685.0,167.0,15.0,6.0,,,,,
Psn_QC_500m_2017289_aid0001,aid0001,2017-10-16 00:00:00+00:00,1824.0,39.0,,10.0,,,,,
Psn_QC_500m_2017297_aid0001,aid0001,2017-10-24 00:00:00+00:00,1799.0,61.0,,13.0,,,,,
Psn_QC_500m_2017305_aid0001,aid0001,2017-11-01 00:00:00+00:00,1685.0,168.0,1.0,10.0,,,1.0,8.0,
Psn_QC_500m_2017313_aid0001,aid0001,2017-11-09 00:00:00+00:00,1847.0,21.0,,5.0,,,,,
Psn_QC_500m_2017321_aid0001,aid0001,2017-11-17 00:00:00+00:00,1856.0,16.0,,1.0,,,,,
Psn_QC_500m_2017329_aid0001,aid0001,2017-11-25 00:00:00+00:00,1849.0,24.0,,,,,,,
Psn_QC_500m_2017337_aid0001,aid0001,2017-12-03 00:00:00+00:00,1864.0,8.0,1.0,,,,,,
Psn_QC_500m_2017345_aid0001,aid0001,2017-12-11 00:00:00+00:00,1869.0,4.0,,,,,,,
Psn_QC_500m_2017353_aid0001,aid0001,2017-12-19 00:00:00+00:00,1868.0,,,5.0,,,,,
Psn_QC_500m_2017361_aid0001,aid0001,2017-12-27 00:00:00+00:00,1873.0,,,,,,,,
Psn_QC_500m_2018001_aid0001,aid0001,2018-01-01 00:00:00+00:00,1855.0,18.0,,,,,,,
Psn_QC_500m_2018009_aid0001,aid0001,2018-01-09 00:00:00+00:00,1852.0,17.0,2.0,2.0,,,,,
Psn_QC_500m_2018017_aid0001,aid0001,2018-01-17 00:00:00+00:00,1853.0,20.0,,,,,,,
Psn_QC_500m_2018025_aid0001,aid0001,2018-01-25 00:00:00+00:00,1873.0,,,,,,,,
Psn_QC_500m_2018033_aid0001,aid0001,2018-02-02 00:00:00+00:00,1873.0,,,,,,,,
Psn_QC_500m_2018041_aid0001,aid0001,2018-02-10 00:00:00+00:00,1843.0,27.0,,3.0,,,,,
Psn_QC_500m_2018049_aid0001,aid0001,2018-02-18 00:00:00+00:00,1604.0,210.0,57.0,,,,2.0,,
Psn_QC_500m_2018057_aid0001,aid0001,2018-02-26 00:00:00+00:00,1673.0,177.0,21.0,,,,1.0,1.0,
Psn_QC_500m_2018065_aid0001,aid0001,2018-03-06 00:00:00+00:00,1861.0,9.0,3.0,,,,,,
Psn_QC_500m_2018073_aid0001,aid0001,2018-03-14 00:00:00+00:00,1821.0,42.0,10.0,,,,,,
Psn_QC_500m_2018081_aid0001,aid0001,2018-03-22 00:00:00+00:00,1857.0,16.0,,,,,,,
Psn_QC_500m_2018089_aid0001,aid0001,2018-03-30 00:00:00+00:00,1463.0,360.0,29.0,,,,10.0,10.0,1.0
Psn_QC_500m_2018097_aid0001,aid0001,2018-04-07 00:00:00+00:00,848.0,895.0,1.0,,,,2.0,127.0,
Psn_QC_500m_2018105_aid0001,aid0001,2018-04-15 00:00:00+00:00,1186.0,676.0,10.0,1.0,,,,,
Psn_QC_500m_2018113_aid0001,aid0001,2018-04-23 00:00:00+00:00,948.0,865.0,40.0,,,,11.0,5.0,4.0
Psn_QC_500m_2018121_aid0001,aid0001,2018-05-01 00:00:00+00:00,1430.0,318.0,125.0,,,,,,
Psn_QC_500m_2018129_aid0001,aid0001,2018-05-09 00:00:00+00:00,1861.0,12.0,,,,,,,
Psn_QC_500m_2018137_aid0001,aid0001,2018-05-17 00:00:00+00:00,756.0,969.0,130.0,,,,7.0,11.0,
Psn_QC_500m_2018145_aid0001,aid0001,2018-05-25 00:00:00+00:00,1464.0,308.0,15.0,,,,7.0,79.0,
Psn_QC_500m_2018153_aid0001,aid0001,2018-06-02 00:00:00+00:00,1772.0,76.0,22.0,,,,1.0,1.0,1.0
Psn_QC_500m_2018161_aid0001,aid0001,2018-06-10 00:00:00+00:00,1649.0,211.0,5.0,,,,1.0,6.0,1.0
Psn_QC_500m_2018169_aid0001,aid0001,2018-06-18 00:00:00+00:00,1802.0,44.0,15.0,,,,2.0,10.0,
Psn_QC_500m_2018177_aid0001,aid0001,2018-06-26 00:00:00+00:00,1302.0,412.0,139.0,3.0,,,1.0,16.0,
Psn_QC_500m_2018185_aid0001,aid0001,2018-07-04 00:00:00+00:00,1490.0,177.0,192.0,,,,4.0,10.0,
Psn_QC_500m_2018193_aid0001,aid0001,2018-07-12 00:00:00+00:00,687.0,942.0,236.0,,,,2.0,2.0,4.0
Psn_QC_500m_2018201_aid0001,aid0001,2018-07-20 00:00:00+00:00,1308.0,491.0,9.0,1.0,,,15.0,49.0,
Psn_QC_500m_2018209_aid0001,aid0001,2018-07-28 00:00:00+00:00,1669.0,161.0,7.0,,,,7.0,27.0,2.0
Psn_QC_500m_2018217_aid0001,aid0001,2018-08-05 00:00:00+00:00,1316.0,417.0,67.0,1.0,,,4.0,64.0,4.0
Psn_QC_500m_2018225_aid0001,aid0001,2018-08-13 00:00:00+00:00,248.0,1308.0,107.0,1.0,,,,208.0,1.0
Psn_QC_500m_2018233_aid0001,aid0001,2018-08-21 00:00:00+00:00,338.0,1282.0,200.0,,,,,52.0,1.0
Psn_QC_500m_2018241_aid0001,aid0001,2018-08-29 00:00:00+00:00,1557.0,263.0,11.0,2.0,,,5.0,35.0,
Psn_QC_500m_2018249_aid0001,aid0001,2018-09-06 00:00:00+00:00,1430.0,385.0,51.0,1.0,,,3.0,3.0,
Psn_QC_500m_2018257_aid0001,aid0001,2018-09-14 00:00:00+00:00,1576.0,262.0,22.0,6.0,,,4.0,1.0,2.0
Psn_QC_500m_2018265_aid0001,aid0001,2018-09-22 00:00:00+00:00,1785.0,74.0,,14.0,,,,,
Psn_QC_500m_2018273_aid0001,aid0001,2018-09-30 00:00:00+00:00,1849.0,17.0,,7.0,,,,,
Psn_QC_500m_2018281_aid0001,aid0001,2018-10-08 00:00:00+00:00,1610.0,258.0,,4.0,,,1.0,,
Psn_QC_500m_2018289_aid0001,aid0001,2018-10-16 00:00:00+00:00,1667.0,187.0,14.0,5.0,,,,,
Psn_QC_500m_2018297_aid0001,aid0001,2018-10-24 00:00:00+00:00,1776.0,85.0,1.0,11.0,,,,,
Psn_QC_500m_2018305_aid0001,aid0001,2018-11-01 00:00:00+00:00,1777.0,85.0,,11.0,,,,,
Psn_QC_500m_2018313_aid0001,aid0001,2018-11-09 00:00:00+00:00,1805.0,66.0,,2.0,,,,,
Psn_QC_500m_2018321_aid0001,aid0001,2018-11-17 00:00:00+00:00,1863.0,5.0,,5.0,,,,,
Psn_QC_500m_2018329_aid0001,aid0001,2018-11-25 00:00:00+00:00,1783.0,77.0,10.0,3.0,,,,,
Psn_QC_500m_2018337_aid0001,aid0001,2018-12-03 00:00:00+00:00,1785.0,86.0,1.0,1.0,,,,,
Psn_QC_500m_2018345_aid0001,aid0001,2018-12-11 00:00:00+00:00,1692.0,161.0,13.0,4.0,,3.0,,,
Psn_QC_500m_2018353_aid0001,aid0001,2018-12-19 00:00:00+00:00,1868.0,3.0,,2.0,,,,,
Psn_QC_500m_2018361_aid0001,aid0001,2018-12-27 00:00:00+00:00,1856.0,14.0,,3.0,,,,,
Psn_QC_500m_2019001_aid0001,aid0001,2019-01-01 00:00:00+00:00,1858.0,7.0,,8.0,,,,,
Psn_QC_500m_2019009_aid0001,aid0001,2019-01-09 00:00:00+00:00,1865.0,,,8.0,,,,,
Psn_QC_500m_2019017_aid0001,aid0001,2019-01-17 00:00:00+00:00,1869.0,,,4.0,,,,,
Psn_QC_500m_2019025_aid0001,aid0001,2019-01-25 00:00:00+00:00,1869.0,,,4.0,,,,,
Psn_QC_500m_2019033_aid0001,aid0001,2019-02-02 00:00:00+00:00,1873.0,,,,,,,,
Psn_QC_500m_2019041_aid0001,aid0001,2019-02-10 00:00:00+00:00,1783.0,88.0,,2.0,,,,,
Psn_QC_500m_2019049_aid0001,aid0001,2019-02-18 00:00:00+00:00,1725.0,144.0,1.0,,,,3.0,,
Psn_QC_500m_2019057_aid0001,aid0001,2019-02-26 00:00:00+00:00,1851.0,21.0,1.0,,,,,,
Psn_QC_500m_2019065_aid0001,aid0001,2019-03-06 00:00:00+00:00,1794.0,65.0,6.0,8.0,,,,,
Psn_QC_500m_2019073_aid0001,aid0001,2019-03-14 00:00:00+00:00,1836.0,30.0,,7.0,,,,,
Psn_QC_500m_2019081_aid0001,aid0001,2019-03-22 00:00:00+00:00,1834.0,36.0,3.0,,,,,,
Psn_QC_500m_2019089_aid0001,aid0001,2019-03-30 00:00:00+00:00,1829.0,32.0,6.0,4.0,,,1.0,,1.0
Psn_QC_500m_2019097_aid0001,aid0001,2019-04-07 00:00:00+00:00,1831.0,37.0,,1.0,,,4.0,,
Psn_QC_500m_2019105_aid0001,aid0001,2019-04-15 00:00:00+00:00,1434.0,420.0,9.0,1.0,,,8.0,1.0,
Psn_QC_500m_2019113_aid0001,aid0001,2019-04-23 00:00:00+00:00,1789.0,83.0,,1.0,,,,,
Psn_QC_500m_2019121_aid0001,aid0001,2019-05-01 00:00:00+00:00,1852.0,17.0,,4.0,,,,,
Psn_QC_500m_2019129_aid0001,aid0001,2019-05-09 00:00:00+00:00,1760.0,113.0,,,,,,,
Psn_QC_500m_2019137_aid0001,aid0001,2019-05-17 00:00:00+00:00,744.0,921.0,200.0,,,,,7.0,1.0
Psn_QC_500m_2019145_aid0001,aid0001,2019-05-25 00:00:00+00:00,1551.0,289.0,26.0,2.0,,,,4.0,1.0
Psn_QC_500m_2019153_aid0001,aid0001,2019-06-02 00:00:00+00:00,1671.0,134.0,27.0,,,,3.0,37.0,1.0
Psn_QC_500m_2019161_aid0001,aid0001,2019-06-10 00:00:00+00:00,1119.0,568.0,151.0,,,,,35.0,
Psn_QC_500m_2019169_aid0001,aid0001,2019-06-18 00:00:00+00:00,1732.0,135.0,1.0,,,,4.0,1.0,
Psn_QC_500m_2019177_aid0001,aid0001,2019-06-26 00:00:00+00:00,1765.0,101.0,3.0,,,,,4.0,
Psn_QC_500m_2019185_aid0001,aid0001,2019-07-04 00:00:00+00:00,1496.0,305.0,70.0,,,1.0,1.0,,
Psn_QC_500m_2019193_aid0001,aid0001,2019-07-12 00:00:00+00:00,1283.0,407.0,124.0,,,1.0,8.0,43.0,7.0
Psn_QC_500m_2019201_aid0001,aid0001,2019-07-20 00:00:00+00:00,536.0,1204.0,119.0,,,,7.0,7.0,
Psn_QC_500m_2019209_aid0001,aid0001,2019-07-28 00:00:00+00:00,952.0,802.0,34.0,,,,7.0,74.0,4.0
Psn_QC_500m_2019217_aid0001,aid0001,2019-08-05 00:00:00+00:00,872.0,550.0,15.0,,,,2.0,434.0,
Psn_QC_500m_2019225_aid0001,aid0001,2019-08-13 00:00:00+00:00,1135.0,560.0,171.0,,,,,4.0,3.0
Psn_QC_500m_2019233_aid0001,aid0001,2019-08-21 00:00:00+00:00,1308.0,474.0,30.0,6.0,,,26.0,28.0,1.0
Psn_QC_500m_2019241_aid0001,aid0001,2019-08-29 00:00:00+00:00,1651.0,187.0,18.0,1.0,,,11.0,4.0,1.0
Psn_QC_500m_2019249_aid0001,aid0001,2019-09-06 00:00:00+00:00,946.0,667.0,51.0,,,,4.0,202.0,3.0
Psn_QC_500m_2019257_aid0001,aid0001,2019-09-14 00:00:00+00:00,1746.0,63.0,45.0,10.0,,,7.0,,2.0
Psn_QC_500m_2019265_aid0001,aid0001,2019-09-22 00:00:00+00:00,1272.0,422.0,68.0,,,,12.0,98.0,1.0
Psn_QC_500m_2019273_aid0001,aid0001,2019-09-30 00:00:00+00:00,1597.0,242.0,5.0,,,,3.0,26.0,
Psn_QC_500m_2019281_aid0001,aid0001,2019-10-08 00:00:00+00:00,1409.0,415.0,46.0,2.0,,,1.0,,
Psn_QC_500m_2019289_aid0001,aid0001,2019-10-16 00:00:00+00:00,1632.0,235.0,,4.0,,,1.0,1.0,
Psn_QC_500m_2019297_aid0001,aid0001,2019-10-24 00:00:00+00:00,1862.0,2.0,,9.0,,,,,
Psn_QC_500m_2019305_aid0001,aid0001,2019-11-01 00:00:00+00:00,1839.0,23.0,,11.0,,,,,
Psn_QC_500m_2019313_aid0001,aid0001,2019-11-09 00:00:00+00:00,1714.0,156.0,1.0,,,,2.0,,
Psn_QC_500m_2019321_aid0001,aid0001,2019-11-17 00:00:00+00:00,1170.0,626.0,41.0,,,,15.0,21.0,
Psn_QC_500m_2019329_aid0001,aid0001,2019-11-25 00:00:00+00:00,1786.0,60.0,23.0,4.0,,,,,
Psn_QC_500m_2019337_aid0001,aid0001,2019-12-03 00:00:00+00:00,1799.0,66.0,5.0,1.0,,,2.0,,
Psn_QC_500m_2019345_aid0001,aid0001,2019-12-11 00:00:00+00:00,1807.0,62.0,,4.0,,,,,
Psn_QC_500m_2019353_aid0001,aid0001,2019-12-19 00:00:00+00:00,1862.0,11.0,,,,,,,
Psn_QC_500m_2019361_aid0001,aid0001,2019-12-27 00:00:00+00:00,1765.0,98.0,1.0,9.0,,,,,
Psn_QC_500m_2020001_aid0001,aid0001,2020-01-01 00:00:00+00:00,1747.0,116.0,,10.0,,,,,
Psn_QC_500m_2020009_aid0001,aid0001,2020-01-09 00:00:00+00:00,1794.0,71.0,1.0,7.0,,,,,
Psn_QC_500m_2020017_aid0001,aid0001,2020-01-17 00:00:00+00:00,1867.0,6.0,,,,,,,
Psn_QC_500m_2020025_aid0001,aid0001,2020-01-25 00:00:00+00:00,1136.0,683.0,44.0,,,,4.0,6.0,
Psn_QC_500m_2020033_aid0001,aid0001,2020-02-02 00:00:00+00:00,1768.0,96.0,9.0,,,,,,
Psn_QC_500m_2020041_aid0001,aid0001,2020-02-10 00:00:00+00:00,1833.0,40.0,,,,,,,
Psn_QC_500m_2020049_aid0001,aid0001,2020-02-18 00:00:00+00:00,1819.0,52.0,2.0,,,,,,
Psn_QC_500m_2020057_aid0001,aid0001,2020-02-26 00:00:00+00:00,1846.0,24.0,3.0,,,,,,
Psn_QC_500m_2020065_aid0001,aid0001,2020-03-05 00:00:00+00:00,1806.0,55.0,5.0,,,,7.0,,
Psn_QC_500m_2020073_aid0001,aid0001,2020-03-13 00:00:00+00:00,1769.0,81.0,16.0,1.0,,,6.0,,
Psn_QC_500m_2020081_aid0001,aid0001,2020-03-21 00:00:00+00:00,1795.0,71.0,2.0,5.0,,,,,
Psn_QC_500m_2020089_aid0001,aid0001,2020-03-29 00:00:00+00:00,1679.0,185.0,8.0,1.0,,,,,
Psn_QC_500m_2020097_aid0001,aid0001,2020-04-06 00:00:00+00:00,1797.0,67.0,,9.0,,,,,
Psn_QC_500m_2020105_aid0001,aid0001,2020-04-14 00:00:00+00:00,1579.0,284.0,10.0,,,,,,
Psn_QC_500m_2020113_aid0001,aid0001,2020-04-22 00:00:00+00:00,1793.0,68.0,,11.0,,,1.0,,
Psn_QC_500m_2020121_aid0001,aid0001,2020-04-30 00:00:00+00:00,1513.0,312.0,32.0,1.0,,,,9.0,6.0
Psn_QC_500m_2020129_aid0001,aid0001,2020-05-08 00:00:00+00:00,1847.0,15.0,2.0,9.0,,,,,
Psn_QC_500m_2020137_aid0001,aid0001,2020-05-16 00:00:00+00:00,1649.0,200.0,6.0,3.0,,,10.0,5.0,
Psn_QC_500m_2020145_aid0001,aid0001,2020-05-24 00:00:00+00:00,1808.0,54.0,,11.0,,,,,
Psn_QC_500m_2020153_aid0001,aid0001,2020-06-01 00:00:00+00:00,1511.0,301.0,47.0,1.0,,,1.0,11.0,1.0
Psn_QC_500m_2020161_aid0001,aid0001,2020-06-09 00:00:00+00:00,1762.0,56.0,51.0,3.0,,,1.0,,
Psn_QC_500m_2020169_aid0001,aid0001,2020-06-17 00:00:00+00:00,1666.0,195.0,8.0,1.0,,,2.0,1.0,
Psn_QC_500m_2020177_aid0001,aid0001,2020-06-25 00:00:00+00:00,1367.0,477.0,24.0,,,,3.0,2.0,
Psn_QC_500m_2020185_aid0001,aid0001,2020-07-03 00:00:00+00:00,1110.0,470.0,272.0,,4.0,,6.0,11.0,
Psn_QC_500m_2020193_aid0001,aid0001,2020-07-11 00:00:00+00:00,1542.0,167.0,86.0,1.0,,,30.0,23.0,24.0
Psn_QC_500m_2020201_aid0001,aid0001,2020-07-19 00:00:00+00:00,,1287.0,9.0,,,,,577.0,
Psn_QC_500m_2020209_aid0001,aid0001,2020-07-27 00:00:00+00:00,536.0,453.0,14.0,,,,11.0,859.0,
Psn_QC_500m_2020217_aid0001,aid0001,2020-08-04 00:00:00+00:00,634.0,881.0,192.0,,,1.0,11.0,150.0,4.0
Psn_QC_500m_2020225_aid0001,aid0001,2020-08-12 00:00:00+00:00,955.0,655.0,169.0,,,,6.0,87.0,1.0
Psn_QC_500m_2020233_aid0001,aid0001,2020-08-20 00:00:00+00:00,1715.0,141.0,7.0,8.0,,,2.0,,
Psn_QC_500m_2020241_aid0001,aid0001,2020-08-28 00:00:00+00:00,916.0,811.0,93.0,2.0,,,10.0,36.0,5.0
Psn_QC_500m_2020249_aid0001,aid0001,2020-09-05 00:00:00+00:00,1305.0,498.0,33.0,,,,22.0,14.0,1.0
Psn_QC_500m_2020257_aid0001,aid0001,2020-09-13 00:00:00+00:00,1614.0,204.0,,2.0,,,21.0,32.0,
Psn_QC_500m_2020265_aid0001,aid0001,2020-09-21 00:00:00+00:00,1469.0,373.0,12.0,,,,11.0,8.0,
Psn_QC_500m_2020273_aid0001,aid0001,2020-09-29 00:00:00+00:00,1707.0,153.0,4.0,6.0,,,2.0,1.0,
Psn_QC_500m_2020281_aid0001,aid0001,2020-10-07 00:00:00+00:00,1779.0,86.0,,8.0,,,,,
Psn_QC_500m_2020289_aid0001,aid0001,2020-10-15 00:00:00+00:00,1726.0,138.0,,9.0,,,,,
Psn_QC_500m_2020297_aid0001,aid0001,2020-10-23 00:00:00+00:00,1862.0,2.0,,9.0,,,,,
Psn_QC_500m_2020305_aid0001,aid0001,2020-10-31 00:00:00+00:00,1786.0,79.0,,8.0,,,,,
Psn_QC_500m_2020313_aid0001,aid0001,2020-11-08 00:00:00+00:00,1832.0,35.0,,6.0,,,,,
Psn_QC_500m_2020321_aid0001,aid0001,2020-11-16 00:00:00+00:00,1872.0,,,1.0,,,,,
Psn_QC_500m_2020329_aid0001,aid0001,2020-11-24 00:00:00+00:00,1738.0,134.0,1.0,,,,,,
Psn_QC_500m_2020337_aid0001,aid0001,2020-12-02 00:00:00+00:00,1833.0,36.0,,,2.0,,2.0,,
Psn_QC_500m_2020345_aid0001,aid0001,2020-12-10 00:00:00+00:00,1869.0,,,4.0,,,,,
Psn_QC_500m_2020353_aid0001,aid0001,2020-12-18 00:00:00+00:00,1850.0,23.0,,,,,,,
Psn_QC_500m_2020361_aid0001,aid0001,2020-12-26 00:00:00+00:00,1855.0,17.0,,1.0,,,,,
Psn_QC_500m_2021001_aid0001,aid0001,2021-01-01 00:00:00+00:00,1810.0,56.0,7.0,,,,,,
Psn_QC_500m_2021009_aid0001,aid0001,2021-01-09 00:00:00+00:00,1868.0,4.0,,1.0,,,,,
Psn_QC_500m_2021017_aid0001,aid0001,2021-01-17 00:00:00+00:00,1836.0,37.0,,,,,,,
Psn_QC_500m_2021025_aid0001,aid0001,2021-01-25 00:00:00+00:00,1870.0,,,3.0,,,,,
Psn_QC_500m_2021033_aid0001,aid0001,2021-02-02 00:00:00+00:00,1871.0,,,2.0,,,,,
Psn_QC_500m_2021041_aid0001,aid0001,2021-02-10 00:00:00+00:00,1864.0,9.0,,,,,,,
Psn_QC_500m_2021049_aid0001,aid0001,2021-02-18 00:00:00+00:00,1639.0,154.0,78.0,2.0,,,,,
Psn_QC_500m_2021057_aid0001,aid0001,2021-02-26 00:00:00+00:00,1850.0,22.0,,1.0,,,,,
Psn_QC_500m_2021065_aid0001,aid0001,2021-03-06 00:00:00+00:00,1867.0,,,6.0,,,,,
Psn_QC_500m_2021073_aid0001,aid0001,2021-03-14 00:00:00+00:00,1862.0,10.0,1.0,,,,,,
Psn_QC_500m_2021081_aid0001,aid0001,2021-03-22 00:00:00+00:00,1868.0,,,5.0,,,,,
Psn_QC_500m_2021089_aid0001,aid0001,2021-03-30 00:00:00+00:00,1839.0,32.0,2.0,,,,,,
Psn_QC_500m_2021097_aid0001,aid0001,2021-04-07 00:00:00+00:00,1802.0,70.0,,1.0,,,,,
Psn_QC_500m_2021105_aid0001,aid0001,2021-04-15 00:00:00+00:00,1617.0,253.0,3.0,,,,,,
Psn_QC_500m_2021113_aid0001,aid0001,2021-04-23 00:00:00+00:00,530.0,969.0,10.0,,,,3.0,361.0,
Psn_QC_500m_2021121_aid0001,aid0001,2021-05-01 00:00:00+00:00,1212.0,597.0,51.0,,,,8.0,5.0,
Psn_QC_500m_2021129_aid0001,aid0001,2021-05-09 00:00:00+00:00,1562.0,302.0,5.0,3.0,,,1.0,,
Psn_QC_500m_2021137_aid0001,aid0001,2021-05-17 00:00:00+00:00,1825.0,47.0,1.0,,,,,,
Psn_QC_500m_2021145_aid0001,aid0001,2021-05-25 00:00:00+00:00,1828.0,45.0,,,,,,,
Psn_QC_500m_2021153_aid0001,aid0001,2021-06-02 00:00:00+00:00,1790.0,83.0,,,,,,,
Psn_QC_500m_2021161_aid0001,aid0001,2021-06-10 00:00:00+00:00,1717.0,149.0,2.0,,,,5.0,,
Psn_QC_500m_2021169_aid0001,aid0001,2021-06-18 00:00:00+00:00,1626.0,224.0,17.0,,,,3.0,2.0,1.0
Psn_QC_500m_2021177_aid0001,aid0001,2021-06-26 00:00:00+00:00,1715.0,124.0,18.0,,,,8.0,1.0,7.0
Psn_QC_500m_2021185_aid0001,aid0001,2021-07-04 00:00:00+00:00,1309.0,338.0,222.0,,,,,4.0,
Psn_QC_500m_2021193_aid0001,aid0001,2021-07-12 00:00:00+00:00,101.0,673.0,,,,,2.0,1097.0,
Psn_QC_500m_2021201_aid0001,aid0001,2021-07-20 00:00:00+00:00,242.0,739.0,120.0,,,,10.0,749.0,13.0
Psn_QC_500m_2021209_aid0001,aid0001,2021-07-28 00:00:00+00:00,1459.0,157.0,,,,,3.0,254.0,
Psn_QC_500m_2021217_aid0001,aid0001,2021-08-05 00:00:00+00:00,1373.0,314.0,142.0,,,,,44.0,
Psn_QC_500m_2021225_aid0001,aid0001,2021-08-13 00:00:00+00:00,1527.0,312.0,25.0,,,,4.0,5.0,
Psn_QC_500m_2021233_aid0001,aid0001,2021-08-21 00:00:00+00:00,1298.0,461.0,62.0,,1.0,,7.0,41.0,3.0
Psn_QC_500m_2021241_aid0001,aid0001,2021-08-29 00:00:00+00:00,1544.0,291.0,11.0,16.0,,,11.0,,
Psn_QC_500m_2021249_aid0001,aid0001,2021-09-06 00:00:00+00:00,1538.0,267.0,9.0,5.0,4.0,,10.0,40.0,
Psn_QC_500m_2021257_aid0001,aid0001,2021-09-14 00:00:00+00:00,1479.0,370.0,,2.0,,,16.0,6.0,
Psn_QC_500m_2021265_aid0001,aid0001,2021-09-22 00:00:00+00:00,1455.0,328.0,66.0,1.0,,,11.0,12.0,
Psn_QC_500m_2021273_aid0001,aid0001,2021-09-30 00:00:00+00:00,1243.0,544.0,28.0,,,,9.0,42.0,7.0
